,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,16.666666666666664,16.666666666666664,16.666666666666664,0.0,0.0,33.33333333333333,16.666666666666664,0.41705551743507385,2.0731658935546875,23.0,0.07585338782374262
2-3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2771407564481099,0.5320053100585938,23.227777777777774,0.07548497554784764
2-5,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3877306679884593,0.16753641764322916,26.177777777777777,0.07617243877431965
2-7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45466870069503784,1.7580006917317708,24.233333333333334,0.07613783801524208
2-9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4256332417329152,0.6315231323242188,22.177777777777777,0.07609214985145712
2-11,83.33333333333334,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.34987990856170653,0.5885498046875,22.493333333333332,0.0773580460252632
2-13,66.66666666666666,16.666666666666664,0.0,0.0,0.0,0.0,16.666666666666664,0.3787107393145561,0.5395889282226562,21.825,0.07669362451569835
2-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31495947142442066,0.7302729288736979,23.92222222222222,0.07615663162070768
3-1,33.33333333333333,0.0,0.0,16.666666666666664,0.0,50.0,0.0,0.19529544562101364,0.5784987062215805,25.0,0.07624256564413116
3-3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24950538078943887,0.1554965553805232,22.333333333333332,0.07687701282560733
3-5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142983913421631,0.18125430401414633,23.63333333333333,0.07755763746518436
3-7,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.3511947065591812,0.41676321579143405,22.12,0.07711612992679039
3-9,66.66666666666666,0.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.22023683413863182,0.6140483729541302,22.625,0.07710864594642153
3-11,33.33333333333333,33.33333333333333,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.3045629411935806,0.4728793427348137,24.03333333333333,0.07672780589701626
3-13,66.66666666666666,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.18988901749253273,0.40091371536254883,24.14166666666667,0.07689352223279115
3-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14905205182731152,0.26388799647490185,23.855555555555558,0.07689887072513855
Avg,75.0,4.166666666666666,3.1249999999999996,1.0416666666666665,1.0416666666666665,6.25,9.374999999999998,0.31123836078525835,0.631524082251902,23.42496527777778,0.07658570517733494
