,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,16.666666666666664,16.666666666666664,16.666666666666664,0.0,0.0,33.33333333333333,16.666666666666664,0.4170555174350738,2.0731658935546875,23.0,0.0758533878237426
2-3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2771407564481099,0.5320053100585938,23.22777777777777,0.0754849755478476
2-5,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3877306679884593,0.1675364176432291,26.177777777777777,0.0761724387743196
2-7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4546687006950378,1.7580006917317708,24.23333333333333,0.076137838015242
2-9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4256332417329152,0.6315231323242188,22.177777777777777,0.0760921498514571
2-11,83.33333333333334,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.3498799085617065,0.5885498046875,22.49333333333333,0.0773580460252632
2-13,66.66666666666666,16.666666666666664,0.0,0.0,0.0,0.0,16.666666666666664,0.3787107393145561,0.5395889282226562,21.825,0.0766936245156983
2-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3149594714244206,0.7302729288736979,23.92222222222222,0.0761566316207076
3-1,33.33333333333333,0.0,0.0,16.666666666666664,0.0,50.0,0.0,0.1952954456210136,0.5784987062215805,25.0,0.0762425656441311
3-3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2495053807894388,0.1554965553805232,22.33333333333333,0.0768770128256073
3-5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142983913421631,0.1812543040141463,23.63333333333333,0.0775576374651843
3-7,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.3511947065591812,0.416763215791434,22.12,0.0771161299267903
3-9,66.66666666666666,0.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.2202368341386318,0.6140483729541302,22.625,0.0771086459464215
3-11,33.33333333333333,33.33333333333333,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.3045629411935806,0.4728793427348137,24.03333333333333,0.0767278058970162
3-13,66.66666666666666,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.1898890174925327,0.4009137153625488,24.14166666666667,0.0768935222327911
3-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1490520518273115,0.2638879964749018,23.85555555555556,0.0768988707251385
Avg,75.0,4.166666666666666,3.1249999999999996,1.0416666666666665,1.0416666666666665,6.25,9.374999999999996,0.3112383607852583,0.631524082251902,23.424965277777776,0.0765857051773349
