,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,33.33333333333333,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.24357780814170837,0.3304901123046875,18.68333333333333,0.07874504618032066
2-3,66.66666666666666,0.0,16.666666666666664,0.0,0.0,16.666666666666664,0.0,0.24328910186886787,0.37511444091796875,19.775,0.07848765283508796
2-5,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.2890404313802719,0.7766143798828125,19.506666666666668,0.07882692602467654
2-7,50.0,0.0,0.0,0.0,16.666666666666664,0.0,33.33333333333333,0.34807300567626953,1.8050994873046875,20.355555555555554,0.0787769763172784
2-9,33.33333333333333,0.0,50.0,0.0,16.666666666666664,0.0,0.0,0.3569308817386627,0.6297454833984375,18.8,0.07865276017880485
2-11,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.1452032208442688,0.790997314453125,21.779999999999998,0.08024836449601531
2-13,50.0,0.0,33.33333333333333,0.0,16.666666666666664,0.0,0.0,0.18693945556879044,0.2896321614583333,19.333333333333336,0.07922308405018386
2-15,66.66666666666666,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.25932516902685165,0.8123550415039062,19.675,0.0788425133372191
3-1,66.66666666666666,0.0,16.666666666666664,0.0,0.0,16.666666666666664,0.0,0.2050495743751526,0.7598063796758652,22.35,0.0790535152209962
3-3,50.0,0.0,16.666666666666664,0.0,16.666666666666664,16.666666666666664,0.0,0.25018349289894104,2.0093348224957785,23.155555555555555,0.07977145027044362
3-5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1524767205119133,0.46103737006584805,20.866666666666667,0.0803487951286667
3-7,50.0,0.0,16.666666666666664,0.0,33.33333333333333,0.0,0.0,0.22595946987469992,0.3208211064338684,20.099999999999998,0.08186737916215135
3-9,16.666666666666664,0.0,33.33333333333333,0.0,33.33333333333333,0.0,16.666666666666664,0.23166336119174957,0.265167236328125,21.966666666666665,0.07995719437387899
3-11,83.33333333333334,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.25388597398996354,0.6941795527935029,20.44,0.08024949562258837
3-13,66.66666666666666,0.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.0698214415460825,0.23799131251871586,22.433333333333334,0.07861185843522127
3-15,66.66666666666666,0.0,16.666666666666664,0.0,0.0,16.666666666666664,0.0,0.17146579921245575,0.25521402060985565,22.991666666666667,0.07886138440248408
Avg,60.416666666666664,0.0,16.666666666666664,0.0,10.416666666666664,6.249999999999998,6.249999999999999,0.2270553067404156,0.6758500138840948,20.76329861111111,0.07940777475225108
