,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,50.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,16.666666666666664,0.2519900898138682,0.3100992838541667,19.022222222222226,0.0765577450344458
2-3,50.0,0.0,33.33333333333333,0.0,0.0,16.666666666666664,0.0,0.2849335670471191,0.1306813557942708,20.18888888888889,0.0772463917928629
2-5,66.66666666666666,0.0,16.666666666666664,0.0,16.666666666666664,0.0,0.0,0.4095520824193954,0.4261360168457031,21.1,0.0784919598048791
2-7,66.66666666666666,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.2720518596470356,0.654144287109375,19.975,0.0774389322948655
2-9,33.33333333333333,0.0,50.0,0.0,16.666666666666664,0.0,0.0,0.1897958889603614,0.3094329833984375,21.65,0.0775299428257853
2-11,66.66666666666666,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.2684705872088671,1.3258743286132812,21.75,0.07871471143375
2-13,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.1658621579408645,0.2738739013671875,20.046666666666663,0.0779131347569035
2-15,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.1636090025305748,0.4053741455078125,19.23333333333333,0.0826456642901065
3-1,50.0,16.666666666666664,0.0,0.0,16.666666666666664,16.666666666666664,0.0,0.2277614176273346,0.550292449692885,21.0,0.0761227345906842
3-3,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.1497966796159744,0.3619736015796661,20.28666666666667,0.0766890623509238
3-5,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.1851307928562164,0.3429521650075912,21.613333333333333,0.0771424395800357
3-7,33.33333333333333,0.0,0.0,0.0,50.0,0.0,16.666666666666664,0.3017238229513168,0.4525373503565788,21.583333333333336,0.076856603733827
3-9,0.0,0.0,66.66666666666666,0.0,16.666666666666664,0.0,16.666666666666664,,,,0.0769056099698059
3-11,50.0,16.666666666666664,33.33333333333333,0.0,0.0,0.0,0.0,0.3056190063556035,0.439898207783699,21.48888888888889,0.0765929391307215
3-13,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.1622386530041694,0.1921272036153823,24.08,0.0766076034896523
3-15,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.1151585690677166,0.1750477403402328,27.433333333333334,0.0766035705310863
Avg,57.29166666666668,3.1249999999999996,16.666666666666664,0.0,14.58333333333333,3.1249999999999996,5.208333333333332,0.2302462784697612,0.4233630013910847,21.363444444444443,0.07750369035064596
